ExamID,StudentID,Score
173,346,97.23
41,347,51.86
42,347,85.1
32,347,52.19
33,347,69.85
157,347,91.44
158,347,57.57
159,347,50.45
181,348,75.2
182,348,56.73
183,348,67.43
215,348,78.59
216,348,60.45
188,348,63.08
189,348,73.44
190,348,66.81
204,348,72.79
205,348,77.82
100,348,92.69
101,348,61.03
239,349,64.45
240,349,75.02
93,349,60.35
94,349,74.6
75,349,54.46
76,349,59.34
77,349,64.18
100,349,70.15
101,349,78.51
181,349,90.91
182,349,69.22
183,349,98.51
172,350,85.54
173,350,96.21
184,350,99.25
185,350,69.37
13,350,64.18
14,350,91.59
13,351,90.62
14,351,51.15
34,351,60.38
35,351,97.12
78,351,97.49
79,351,84.63
64,352,90.86
65,352,70.38
167,352,68.24
168,352,88.93
169,352,57.1
89,352,69.64
90,352,66.65
152,352,92.92
153,352,79.61
244,353,58.32
245,353,86.03
246,353,83.49
119,353,64.5
120,353,51.97
121,353,51.72
54,353,94.03
55,353,83.77
56,353,57.06
21,353,77.31
22,353,83.2
23,353,54.32
61,354,83.33
62,354,68.85
63,354,50.87
125,354,54.3
126,354,51.2
127,354,88.28
95,354,63.99
96,354,91.2
97,354,74.78
147,354,55.73
148,354,97.72
149,354,60.15
236,354,52.85
237,354,82.25
238,354,86.27
172,355,99.42
173,355,66.01
93,355,71.04
94,355,82.77
224,355,60.85
225,355,79.91
226,355,88.13
46,356,94.84
47,356,90.59
48,356,54.47
219,356,52.91
220,356,86.12
157,356,79.47
158,356,76.32
159,356,79.76
201,356,61.74
202,356,77.65
203,356,76.05
59,356,86.36
60,356,90.48
135,357,65.49
136,357,91.2
137,357,98.36
165,357,58.67
166,357,82.18
233,357,97.42
234,357,66.8
235,357,97.59
198,357,53.22
199,357,77.19
200,357,97.17
170,357,87.8
171,357,81.25
7,358,52.53
8,358,86.98
9,358,52.47
34,358,63.13
35,358,61.03
227,358,72.17
228,358,71.23
229,358,62.12
41,358,70.87
42,358,58.52
51,358,95.81
52,358,51.24
53,358,89.44
198,359,54.12
199,359,99.25
200,359,83.72
80,359,71.45
81,359,53.34
82,359,92.65
233,359,93.26
234,359,78.6
235,359,88.99
160,359,94.71
161,359,99.07
110,360,88.46
111,360,92.34
7,360,93.59
8,360,95.57
9,360,61.01
241,360,99.68
242,360,93.16
243,360,54.41
75,360,98.97
76,360,84.04
77,360,97.34
165,360,83.72
166,360,87.08
100,361,50.42
101,361,80.64
7,361,74.86
8,361,60.14
9,361,72.39
68,361,75.19
69,361,98.94
70,361,54.73
174,362,79.23
175,362,56.24
89,362,65.42
90,362,83.36
154,362,80.32
155,362,73.72
156,362,70.41
172,362,93.18
173,362,82.38
21,362,87.87
22,362,55.19
23,362,90.61
7,363,71.36
8,363,84.5
9,363,54.91
150,363,74.76
151,363,69.91
174,363,94.9
175,363,82.91
24,363,77.13
25,363,97.91
26,363,70.46
147,363,61.81
148,363,77.24
149,363,95.3
34,364,83.34
35,364,51.23
51,364,86.44
52,364,69.83
53,364,88.8
41,364,81.99
42,364,72.99
141,365,70.08
142,365,79.61
143,365,59.2
57,365,71.61
58,365,72.19
241,365,91.54
242,365,75.74
243,365,78.49
130,365,84.39
131,365,72.38
132,365,69.85
219,365,97.48
220,365,99.48
104,366,66.24
105,366,59.36
174,366,95.84
175,366,80.11
51,366,94.6
52,366,76.89
53,366,80.46
141,366,73.19
142,366,79.04
143,366,62.09
89,367,65.9
90,367,76.77
83,367,56.78
84,367,67.07
85,367,73.83
196,367,73.24
197,367,71.69
59,368,98.73
60,368,91.8
75,368,69.01
76,368,51.25
77,368,91.93
179,368,95.61
180,368,68.47
188,369,87.1
189,369,51.23
190,369,51.47
239,369,53.62
240,369,85.53
141,369,96.75
142,369,56.24
143,369,72.04
160,370,94.6
161,370,89.04
191,370,66.48
192,370,77.57
193,370,59.42
117,370,53.5
118,370,91.15
152,370,79.51
153,370,97.45
165,371,67.62
166,371,69.82
108,371,90.07
109,371,76.72
41,371,72.07
42,371,82.41
18,371,92.08
19,371,65.42
20,371,71.43
135,372,52.8
136,372,82.57
137,372,88.69
66,372,50.22
67,372,80.17
233,372,63.09
234,372,79.72
235,372,81.93
7,372,76.14
8,372,72.36
9,372,91.76
119,373,74.56
120,373,81.97
121,373,99.62
204,373,81.32
205,373,82.13
233,373,88.7
234,373,79.48
235,373,50.9
64,373,55.08
65,373,93.86
93,374,66.99
94,374,50.66
21,374,82.19
22,374,69.57
23,374,81.28
172,374,74.67
173,374,58.55
154,375,87.71
155,375,51.15
156,375,83.08
110,375,80.04
111,375,57.46
165,375,59.06
166,375,61.35
46,375,59.45
47,375,80.24
48,375,91.04
66,376,81.7
67,376,50.78
119,376,58.41
120,376,52.09
121,376,89.12
64,376,74.92
65,376,59.78
162,377,97.02
163,377,90.62
164,377,89.27
201,377,95.23
202,377,82.56
203,377,71.17
167,377,62.98
168,377,90.25
169,377,72.56
198,377,61.96
199,377,97.26
200,377,86.74
10,378,64.41
11,378,51.24
12,378,90.45
236,378,74.74
237,378,89.09
238,378,54.6
51,378,82.1
52,378,63.85
53,378,69.55
198,378,83.17
199,378,79.88
200,378,95.06
162,378,83.91
163,378,95.42
164,378,62.79
57,379,86.02
58,379,77.14
102,379,74.65
103,379,60.41
10,379,82.3
11,379,62.66
12,379,68.63
162,380,62.72
163,380,86.23
164,380,64.03
117,380,82.77
118,380,94.82
95,380,98.76
96,380,83.13
97,380,70.94
66,380,96.37
67,380,75.71
215,381,83.31
216,381,93.63
188,381,75.33
189,381,89.33
190,381,78.08
141,381,92.81
142,381,83.07
143,381,96.34
110,381,82.75
111,381,97.23
66,381,81.5
67,381,92.73
27,382,91.61
28,382,60.79
128,382,98.93
129,382,91.49
186,382,75.88
187,382,62.02
98,382,51.46
99,382,83.15
209,382,73.04
210,382,68.25
211,382,73.55
152,383,96.22
153,383,95.05
191,383,64.54
192,383,57.95
193,383,94.19
117,383,70.43
118,383,90.21
160,383,78.04
161,383,82.84
57,384,82.44
58,384,65.04
106,384,93.56
107,384,86.44
104,384,99.84
105,384,84.53
227,385,93.33
228,385,51.58
229,385,51.19
41,385,86.2
42,385,65.28
7,385,89.99
8,385,68.06
9,385,86.04
51,385,79.79
52,385,76.6
53,385,70.04
34,385,58.26
35,385,91.14
179,386,52.56
180,386,59.85
119,386,58.61
120,386,99.29
121,386,80.18
206,386,59.81
207,386,52.28
208,386,73.37
61,386,61.36
62,386,86.92
63,386,95.35
135,386,92.23
136,386,79.51
137,386,63.48
186,387,89.42
187,387,67.27
122,387,81.44
123,387,84.28
124,387,62.08
130,387,96.27
131,387,53.17
132,387,56.89
230,387,77.95
231,387,67.56
232,387,67.72
27,388,83.83
28,388,84.46
209,388,81.8
210,388,64.99
211,388,67.17
186,388,82.9
187,388,97.97
98,388,54.71
99,388,60.49
147,389,61.35
148,389,53.24
149,389,95.44
4,389,79.83
5,389,88.59
6,389,84.33
29,389,84.23
30,389,91.22
31,389,87.53
18,389,81.02
19,389,91.62
20,389,66.53
162,390,53.93
163,390,86.08
164,390,95.28
100,390,55.58
101,390,61.95
64,390,67.63
65,390,51.46
135,390,99.69
136,390,58.34
137,390,67.9
1,391,94.25
2,391,90.86
3,391,57.45
215,391,71.71
216,391,83.78
221,391,95.31
222,391,90.31
223,391,67.2
24,391,84.6
25,391,76.18
26,391,74.8
110,391,76.43
111,391,77.7
157,392,83.84
158,392,67.43
159,392,67.11
75,392,54.01
76,392,81.6
77,392,71.57
39,392,52.05
40,392,80.18
64,392,95.44
65,392,54.04
138,393,61.61
139,393,54.69
140,393,73.83
172,393,95.09
173,393,65.22
54,393,91.44
55,393,65.63
56,393,84.21
15,393,84.43
16,393,84.93
17,393,96.19
162,394,70.89
163,394,73.7
164,394,77.19
54,394,55.38
55,394,72.78
56,394,62.37
66,394,62.51
67,394,54.77
98,394,92.17
99,394,92.29
41,395,83.39
42,395,91.52
32,395,68.73
33,395,71.16
165,395,86.1
166,395,93.47
230,396,58.34
231,396,71.27
232,396,94.15
201,396,58.69
202,396,71.22
203,396,75.68
73,396,76.29
74,396,75.56
83,396,89.18
84,396,72.1
85,396,57.99
236,396,79.46
237,396,96.65
238,396,71.19
18,397,61.7
19,397,80.18
20,397,71.57
29,397,51.01
30,397,92.2
31,397,96.15
201,397,79.89
202,397,97.49
203,397,71.79
89,398,74.7
90,398,52.97
174,398,66.78
175,398,85.61
104,398,86.06
105,398,91.08
141,398,76.99
142,398,95.88
143,398,56.25
51,398,83.86
52,398,86.18
53,398,72.04
1,399,83.83
2,399,55.0
3,399,58.66
191,399,88.03
192,399,64.02
193,399,61.46
152,399,88.77
153,399,95.99
117,399,76.53
118,399,51.92
110,400,75.1
111,400,92.51
157,400,54.52
158,400,64.59
159,400,57.61
212,400,57.26
213,400,80.39
214,400,62.11
102,400,64.89
103,400,52.31
157,401,83.98
158,401,77.65
159,401,89.27
15,401,61.88
16,401,62.32
17,401,56.63
32,401,68.09
33,401,68.55
66,401,68.93
67,401,59.24
89,402,80.48
90,402,55.51
188,402,66.56
189,402,79.52
190,402,87.42
172,402,81.44
173,402,59.7
89,403,54.25
90,403,92.54
141,403,60.16
142,403,64.96
143,403,71.79
174,403,80.75
175,403,61.25
172,404,89.78
173,404,94.33
78,404,84.28
79,404,92.79
114,404,83.22
115,404,79.26
116,404,74.18
100,404,83.91
101,404,55.36
100,405,50.79
101,405,57.35
102,405,79.23
103,405,97.44
49,405,96.81
50,405,80.25
172,405,69.49
173,405,89.11
43,406,66.99
44,406,53.21
45,406,72.6
247,406,92.86
248,406,75.46
249,406,92.09
83,407,57.06
84,407,80.72
85,407,87.18
49,407,86.56
50,407,74.46
100,407,91.0
101,407,57.78
78,407,54.9
79,407,77.5
186,408,69.85
187,408,94.99
170,408,89.34
171,408,72.13
15,408,83.97
16,408,71.76
17,408,74.2
157,408,88.64
158,408,67.95
159,408,78.24
59,408,84.12
60,408,74.37
247,409,72.1
248,409,64.6
249,409,92.52
102,409,87.02
103,409,92.02
57,409,54.05
58,409,93.17
104,409,52.82
105,409,63.71
154,409,52.56
155,409,90.44
156,409,58.88
100,410,56.55
101,410,82.31
64,410,87.12
65,410,76.04
162,410,78.02
163,410,77.75
164,410,51.71
36,410,60.65
37,410,97.01
38,410,81.9
135,410,94.02
136,410,58.51
137,410,65.81
75,411,69.99
76,411,88.06
77,411,52.36
133,411,82.43
134,411,52.38
59,411,50.43
60,411,89.04
196,411,89.43
197,411,63.66
91,411,84.24
92,411,72.96
154,412,67.4
155,412,81.27
156,412,76.82
165,412,86.18
166,412,62.0
7,412,71.2
8,412,75.25
9,412,52.23
110,412,94.43
111,412,91.51
57,413,83.25
58,413,72.32
93,413,53.58
94,413,93.57
141,413,65.68
142,413,62.18
143,413,64.04
108,414,53.01
109,414,77.27
241,414,57.98
242,414,50.15
243,414,61.75
41,414,82.88
42,414,58.45
130,414,89.8
131,414,58.69
132,414,88.55
184,414,87.01
185,414,84.26
133,415,53.84
134,415,87.61
196,415,69.34
197,415,56.08
221,415,88.99
222,415,70.55
223,415,70.77
39,415,50.45
40,415,76.87
135,416,83.84
136,416,84.01
137,416,82.43
64,416,85.07
65,416,99.52
100,416,86.91
101,416,80.01
36,416,73.29
37,416,75.51
38,416,85.32
162,416,82.4
163,416,71.42
164,416,59.21
80,417,52.14
81,417,67.68
82,417,54.04
29,417,84.94
30,417,54.99
31,417,52.52
78,417,73.69
79,417,50.44
98,418,55.71
99,418,62.07
221,418,78.03
222,418,93.57
223,418,51.38
29,418,82.71
30,418,76.66
31,418,80.33
7,419,55.21
8,419,60.83
9,419,50.32
46,419,68.57
47,419,88.24
48,419,94.11
75,419,79.21
76,419,54.03
77,419,63.24
154,419,82.13
155,419,68.09
156,419,96.74
241,419,71.02
242,419,73.63
243,419,80.84
179,420,67.21
180,420,69.47
244,420,55.74
245,420,59.3
246,420,71.39
91,420,53.91
92,420,71.96
212,420,86.72
213,420,90.54
214,420,84.4
10,421,83.79
11,421,75.02
12,421,87.5
78,421,92.32
79,421,62.03
162,421,67.72
163,421,55.33
164,421,87.11
51,421,88.25
52,421,69.08
53,421,88.82
27,422,77.2
28,422,97.0
110,422,68.61
111,422,74.72
170,422,72.94
171,422,59.78
64,423,92.3
65,423,76.24
162,423,87.37
163,423,91.16
164,423,52.33
135,423,86.47
136,423,60.87
137,423,82.76
83,424,85.87
84,424,97.77
85,424,83.36
227,424,98.07
228,424,65.1
229,424,89.37
147,424,94.29
148,424,58.8
149,424,71.21
206,425,86.38
207,425,50.04
208,425,97.57
66,425,55.52
67,425,90.28
250,425,70.8
251,425,54.84
252,425,64.91
32,425,81.31
33,425,55.11
114,426,59.28
115,426,75.57
116,426,55.63
100,426,69.84
101,426,76.59
83,426,71.07
84,426,94.36
85,426,70.78
172,426,73.96
173,426,92.09
49,426,69.41
50,426,68.86
59,427,98.85
60,427,69.37
91,427,75.53
92,427,74.15
244,427,51.09
245,427,68.87
246,427,77.94
212,427,98.06
213,427,50.15
214,427,63.92
157,428,60.99
158,428,84.15
159,428,96.03
196,428,61.39
197,428,86.45
217,428,84.5
218,428,53.94
46,428,67.23
47,428,98.78
48,428,87.34
119,429,57.25
120,429,97.75
121,429,99.39
54,429,79.69
55,429,83.07
56,429,58.38
128,429,96.75
129,429,69.17
204,430,79.92
205,430,64.01
154,430,52.18
155,430,63.21
156,430,68.86
236,430,96.83
237,430,57.26
238,430,54.71
184,431,77.16
185,431,58.52
212,431,75.68
213,431,64.04
214,431,56.2
138,431,59.63
139,431,54.38
140,431,55.71
241,431,84.83
242,431,88.63
243,431,97.3
32,432,82.6
33,432,92.4
15,432,74.02
16,432,83.86
17,432,76.29
41,432,86.45
42,432,91.83
194,433,76.03
195,433,62.6
43,433,78.83
44,433,94.72
45,433,79.08
100,433,72.44
101,433,80.01
239,434,65.79
240,434,96.49
141,434,56.74
142,434,74.52
143,434,55.52
24,434,77.31
25,434,70.46
26,434,66.79
15,435,70.88
16,435,75.84
17,435,54.75
41,435,80.99
42,435,83.15
250,435,99.75
251,435,94.57
252,435,50.47
66,435,53.85
67,435,60.56
157,435,90.04
158,435,92.71
159,435,93.26
184,436,65.67
185,436,93.08
39,436,54.74
40,436,70.4
46,436,91.45
47,436,58.41
48,436,73.05
172,436,97.75
173,436,91.64
13,436,72.43
14,436,58.9
66,437,93.34
67,437,70.72
119,437,70.93
120,437,65.25
121,437,70.53
64,437,74.4
65,437,78.03
91,438,53.55
92,438,78.7
1,438,94.58
2,438,76.28
3,438,84.49
78,438,79.5
79,438,79.04
172,438,79.26
173,438,69.6
244,438,98.9
245,438,58.33
246,438,52.37
36,439,88.18
37,439,82.15
38,439,50.65
135,439,53.84
136,439,99.56
137,439,67.4
162,439,89.77
163,439,84.78
164,439,55.75
100,439,61.09
101,439,99.18
59,440,59.72
60,440,96.05
57,440,90.12
58,440,62.1
80,440,73.51
81,440,93.05
82,440,66.47
135,440,78.92
136,440,87.72
137,440,52.27
95,441,84.46
96,441,91.74
97,441,62.13
165,441,83.63
166,441,80.07
32,441,87.49
33,441,68.58
46,441,88.83
47,441,75.18
48,441,67.09
75,442,71.05
76,442,98.38
77,442,93.38
7,442,84.0
8,442,95.85
9,442,77.41
46,442,91.54
47,442,57.66
48,442,92.53
241,442,99.96
242,442,60.89
243,442,81.61
154,442,57.27
155,442,66.11
156,442,98.05
128,443,67.1
129,443,71.9
186,443,63.62
187,443,91.68
13,443,85.03
14,443,59.21
29,444,77.88
30,444,93.91
31,444,81.47
13,444,92.15
14,444,95.16
34,444,91.57
35,444,91.6
236,445,93.38
237,445,94.9
238,445,95.23
125,445,55.31
126,445,85.16
127,445,59.11
147,445,59.39
148,445,90.55
149,445,56.08
227,445,77.1
228,445,61.66
229,445,79.91
41,446,67.9
42,446,54.88
51,446,60.4
52,446,88.63
53,446,62.58
7,446,61.69
8,446,65.7
9,446,60.88
227,446,52.64
228,446,62.12
229,446,94.74
215,447,90.05
216,447,79.89
239,447,76.07
240,447,86.84
110,447,88.76
111,447,81.09
24,447,82.53
25,447,71.43
26,447,83.08
1,447,68.12
2,447,89.41
3,447,76.92
112,448,56.78
113,448,63.88
13,448,86.47
14,448,78.12
34,448,87.46
35,448,80.27
80,448,58.79
81,448,55.38
82,448,74.17
59,449,88.82
60,449,59.41
108,449,82.54
109,449,88.02
244,449,54.65
245,449,70.02
246,449,53.22
215,449,93.87
216,449,60.79
43,449,81.09
44,449,59.61
45,449,71.44
34,450,51.44
35,450,84.62
152,450,56.05
153,450,82.84
135,450,85.33
136,450,98.73
137,450,85.32
93,450,59.01
94,450,56.63
135,451,58.58
136,451,58.54
137,451,92.55
100,451,63.52
101,451,84.42
162,451,76.26
163,451,89.6
164,451,86.09
29,452,90.54
30,452,53.07
31,452,83.69
95,452,62.28
96,452,86.68
97,452,71.69
46,452,65.43
47,452,50.72
48,452,94.58
165,452,54.99
166,452,89.55
135,453,64.51
136,453,58.41
137,453,88.04
80,453,77.64
81,453,92.65
82,453,57.77
59,453,99.26
60,453,51.54
57,453,84.66
58,453,62.23
95,454,91.84
96,454,68.39
97,454,84.89
162,454,65.38
163,454,70.57
164,454,85.08
117,454,96.9
118,454,55.9
73,454,86.79
74,454,71.29
29,455,53.26
30,455,66.82
31,455,99.48
34,455,50.4
35,455,90.14
80,455,64.25
81,455,65.45
82,455,67.58
241,456,81.05
242,456,81.0
243,456,53.25
165,456,59.63
166,456,51.95
152,456,65.55
153,456,81.81
233,456,65.0
234,456,66.24
235,456,54.67
147,457,81.67
148,457,52.79
149,457,95.46
4,457,58.95
5,457,93.0
6,457,83.37
29,457,91.09
30,457,53.53
31,457,82.15
108,458,65.92
109,458,65.98
162,458,63.36
163,458,87.47
164,458,79.68
215,458,58.77
216,458,81.71
160,458,58.72
161,458,74.01
114,458,85.56
115,458,71.64
116,458,83.2
18,459,99.95
19,459,80.0
20,459,88.77
201,459,78.49
202,459,61.69
203,459,76.86
147,459,54.66
148,459,62.5
149,459,91.74
83,459,81.26
84,459,77.09
85,459,87.72
13,460,80.44
14,460,50.81
165,460,81.06
166,460,61.52
108,460,89.7
109,460,56.34
253,460,82.69
254,460,92.93
41,461,64.7
42,461,68.93
253,461,83.67
254,461,75.62
27,461,59.39
28,461,70.51
108,461,60.08
109,461,65.0
18,461,75.87
19,461,80.23
20,461,97.61
215,462,62.87
216,462,73.63
125,462,55.13
126,462,97.85
127,462,76.34
34,462,71.81
35,462,80.61
27,463,86.58
28,463,75.39
98,463,88.8
99,463,68.1
186,463,64.4
187,463,64.21
209,463,86.37
210,463,58.83
211,463,97.19
128,463,97.24
129,463,77.72
215,464,67.18
216,464,72.49
181,464,60.21
182,464,91.06
183,464,51.09
186,464,93.1
187,464,58.15
110,465,87.96
111,465,77.97
138,465,95.17
139,465,76.15
140,465,81.07
104,465,68.66
105,465,63.6
125,466,99.28
126,466,73.98
127,466,81.58
236,466,50.41
237,466,78.47
238,466,90.33
61,466,80.25
62,466,98.01
63,466,64.17
95,466,60.48
96,466,80.05
97,466,91.98
15,466,73.52
16,466,66.41
17,466,62.93
186,467,56.23
187,467,77.47
128,467,60.07
129,467,51.88
239,467,79.6
240,467,79.44
100,468,63.7
101,468,77.52
135,468,97.48
136,468,60.61
137,468,63.74
36,468,64.24
37,468,86.49
38,468,82.25
64,468,83.35
65,468,75.82
117,469,71.68
118,469,72.5
152,469,76.94
153,469,78.97
160,469,72.85
161,469,70.43
191,469,55.32
192,469,85.01
193,469,92.76
1,469,51.11
2,469,93.16
3,469,92.76
186,470,79.21
187,470,54.25
128,470,63.04
129,470,72.02
80,470,54.1
81,470,51.32
82,470,87.94
239,470,89.92
240,470,63.04
13,471,97.57
14,471,85.79
201,471,97.27
202,471,55.13
203,471,69.61
188,471,91.46
189,471,70.94
190,471,86.39
75,471,50.0
76,471,66.94
77,471,77.14
247,472,75.26
248,472,97.18
249,472,84.31
112,472,69.22
113,472,83.11
154,472,63.04
155,472,94.34
156,472,84.15
102,472,60.22
103,472,84.71
110,473,98.48
111,473,68.4
7,473,94.38
8,473,99.17
9,473,78.77
241,473,66.38
242,473,94.15
243,473,99.61
154,473,63.91
155,473,87.97
156,473,50.83
165,473,66.76
166,473,70.45
95,474,92.84
96,474,78.83
97,474,97.42
49,474,74.22
50,474,65.54
15,474,56.79
16,474,85.6
17,474,95.06
110,475,95.06
111,475,89.77
125,475,71.73
126,475,73.58
127,475,85.15
15,475,79.39
16,475,94.98
